13:32:57,31
13:35:03,31
13:38:35,1
13:40:41,0
13:41:25,1
13:43:19,0
14:01:57,1
14:03:57,0
14:17:42,1
14:19:54,0
14:33:02,1
14:35:08,0
14:53:29,1
14:55:34,0
15:23:48,1
15:25:54,0
15:54:08,1
15:56:14,0
16:24:28,1
16:26:34,0
16:54:48,1
16:56:54,0
17:25:14,1
17:27:20,0
17:55:46,1
17:57:52,0
18:26:05,1
18:28:11,0
18:56:31,1
18:58:49,0
19:27:03,1
19:29:09,0
19:59:50,1
20:02:38,0
20:31:16,1
20:34:41,0
21:01:36,1
21:03:42,0
21:31:56,1
21:34:02,0
22:02:16,1
22:04:22,0
22:32:35,1
22:35:42,0
23:06:52,1
23:07:03,0
23:35:17,1
23:37:23,0
