13:38:35,2
13:40:41,2
13:41:25,2
13:43:19,2
14:01:57,2
14:03:57,2
14:17:42,2
14:19:54,2
14:33:02,2
14:35:08,2
14:53:29,2
14:55:34,2
15:23:48,2
15:25:54,2
15:54:08,2
15:56:14,2
16:24:28,2
16:26:34,2
16:54:48,2
16:56:54,2
17:25:14,2
17:27:20,2
17:55:46,2
17:57:52,2
18:26:05,2
18:28:11,2
18:56:31,2
18:58:49,2
19:27:03,2
19:29:09,2
19:59:50,2
20:02:38,2
20:31:16,2
20:34:41,2
21:01:36,2
21:03:42,2
21:31:56,2
21:34:02,2
22:02:16,2
22:04:22,2
22:32:35,2
22:35:42,2
23:06:52,2
23:07:03,2
23:35:17,2
23:37:23,2
